1,0.618034,0.618034,0.618034
2,0.381966,0.381966,0.381966
3,0.236068,0.236068,0.236068
4,0.145898,0.145898,0.145898
5,0.0901699,0.09017,0.0901699
6,0.0557281,0.055728,0.0557281
7,0.0344419,0.0344421,0.0344419
8,0.0212862,0.0212859,0.0212862
9,0.0131556,0.0131562,0.0131556
10,0.00813062,0.00812972,0.00813062
11,0.005025,0.00502646,0.005025
12,0.00310562,0.00310326,0.00310562
13,0.00191938,0.0019232,0.00191938
14,0.00118624,0.00118005,0.00118624
15,0.000733137,0.000743151,0.000733137
16,0.000453104,0.000436902,0.000453104
17,0.000280034,0.000306249,0.000280034
18,0.00017307,0.000130653,0.00017307
19,0.000106963,0.000175595,0.000106963
20,6.6107e-05,-4.49419e-05,6.6107e-05
21,4.08563e-05,0.000220537,4.08563e-05
22,2.52506e-05,-0.000265479,2.52506e-05
23,1.56057e-05,0.000486016,1.56057e-05
24,9.64487e-06,-0.000751495,9.64488e-06
25,5.96087e-06,0.00123751,5.96086e-06
26,3.68401e-06,-0.00198901,3.68401e-06
27,2.27686e-06,0.00322652,2.27685e-06
28,1.40715e-06,-0.00521553,1.40717e-06
29,8.69706e-07,0.00844204,8.69678e-07
30,5.37445e-07,-0.0136576,5.3749e-07
31,3.32261e-07,0.0220996,3.32187e-07
32,2.05185e-07,-0.0357572,2.05303e-07
33,1.27076e-07,0.0578568,1.26884e-07
34,7.8109e-08,-0.093614,7.84188e-08
35,4.89667e-08,0.151471,4.84655e-08
36,2.91423e-08,-0.245085,2.99533e-08
37,1.98244e-08,0.396556,1.85122e-08
38,9.31784e-09,-0.64164,1.14411e-08
39,1.05066e-08,1.0382,7.07102e-09
40,-1.18878e-09,-1.67984,4.37013e-09
41,1.16954e-08,2.71803,2.70089e-09
42,-1.28842e-08,-4.39787,1.66924e-09
43,2.45796e-08,7.1159,1.03165e-09
44,-3.74637e-08,-11.5138,6.37593e-10
45,6.20433e-08,18.6297,3.94054e-10
46,-9.9507e-08,-30.1434,2.43539e-10
47,1.6155e-07,48.7731,1.50515e-10
48,-2.61057e-07,-78.9165,9.30236e-11
49,4.22608e-07,127.69,5.74918e-11
50,-6.83665e-07,-206.606,3.55319e-11
